"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Name Basiswert 1","Name Basiswert 2"
"Ärztedichte","Kinderheilkunde","2017","20 Hadern","1239.5","7437","6","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2017","21 Pasing - Obermenzing","1794.4","12561","7","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2017","22 Aubing - Lochhausen - Langwied","2054.8","8219","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2017","23 Allach - Untermenzing","5706","5706","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2017","24 Feldmoching - Hasenbergl","5471","10942","2","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2017","25 Laim","1797.8","7191","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","Stadt München","1591.6","227597","143","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","01 Altstadt - Lehel","483.8","2419","5","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","02 Ludwigsvorstadt - Isarvorstadt","6330","6330","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","03 Maxvorstadt","5031","5031","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","04 Schwabing - West","2191.3","8765","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","05 Au - Haidhausen","1717.8","8589","5","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","06 Sendling","587.8","5290","9","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","07 Sendling - Westpark","2119.3","8477","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","08 Schwanthalerhöhe","2095.5","4191","2","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","09 Neuhausen - Nymphenburg","1259.5","13854","11","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","10 Moosach","1172.7","8209","7","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","11 Milbertshofen - Am Hart","11196","11196","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","12 Schwabing - Freimann","722.6","10839","15","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","13 Bogenhausen","1890.3","13232","7","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","14 Berg am Laim","2332.3","6997","3","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","15 Trudering - Riem","3639.5","14558","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","16 Ramersdorf - Perlach","1699.6","18695","11","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","17 Obergiesing - Fasangarten","755.9","7559","10","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","18 Untergiesing - Harlaching","1231.5","7389","6","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","953.8","14307","15","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","20 Hadern","1514.4","7572","5","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","21 Pasing - Obermenzing","1793.9","12557","7","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","22 Aubing - Lochhausen - Langwied","1982.8","7931","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","23 Allach - Untermenzing","5669","5669","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","24 Feldmoching - Hasenbergl","5443.5","10887","2","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2016","25 Laim","2351.3","7054","3","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","Stadt München","1552.8","223598","144","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","01 Altstadt - Lehel","464.4","2322","5","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","02 Ludwigsvorstadt - Isarvorstadt","6152","6152","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","03 Maxvorstadt","5053","5053","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","04 Schwabing - West","2155.8","8623","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","05 Au - Haidhausen","1678.8","8394","5","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","06 Sendling","659.4","5275","8","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","07 Sendling - Westpark","2027","8108","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","08 Schwanthalerhöhe","2126","4252","2","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","09 Neuhausen - Nymphenburg","1140.6","13687","12","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","10 Moosach","1133","7931","7","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","11 Milbertshofen - Am Hart","11101","11101","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","12 Schwabing - Freimann","881.4","11458","13","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","13 Bogenhausen","1835.4","12848","7","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","14 Berg am Laim","2248.3","6745","3","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","15 Trudering - Riem","3595.8","14383","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","16 Ramersdorf - Perlach","1669","18359","11","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","17 Obergiesing - Fasangarten","740.7","7407","10","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","18 Untergiesing - Harlaching","1205.5","7233","6","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","917.9","13769","15","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","20 Hadern","1264.7","7588","6","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","21 Pasing - Obermenzing","1527.5","12220","8","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","22 Aubing - Lochhausen - Langwied","1886.8","7547","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","23 Allach - Untermenzing","5558","5558","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","24 Feldmoching - Hasenbergl","5394.5","10789","2","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2015","25 Laim","1699","6796","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","Stadt München","1523","216263","142","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","01 Altstadt - Lehel","756","2268","3","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","02 Ludwigsvorstadt - Isarvorstadt","1941.7","5825","3","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","03 Maxvorstadt","4728","4728","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","04 Schwabing - West","2029.8","8119","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","05 Au - Haidhausen","1372.3","8234","6","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","06 Sendling","861.7","5170","6","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","07 Sendling - Westpark","1925.8","7703","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","08 Schwanthalerhöhe","2111","4222","2","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","09 Neuhausen - Nymphenburg","1330.1","13301","10","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","10 Moosach","1106.9","7748","7","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","11 Milbertshofen - Am Hart","2215.6","11078","5","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","12 Schwabing - Freimann","898.4","9882","11","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","13 Bogenhausen","2068","12408","6","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","14 Berg am Laim","2188.7","6566","3","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","15 Trudering - Riem","3544","14176","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","16 Ramersdorf - Perlach","1499.3","17991","12","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","17 Obergiesing - Fasangarten","783.6","7052","9","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","18 Untergiesing - Harlaching","1186.8","7121","6","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","876.7","13151","15","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","20 Hadern","1521.4","7607","5","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","21 Pasing - Obermenzing","1495.1","11961","8","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","22 Aubing - Lochhausen - Langwied","1830.3","7321","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","23 Allach - Untermenzing","5478","5478","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","24 Feldmoching - Hasenbergl","3483","10449","3","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2014","25 Laim","1675.8","6703","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","Stadt München","1486.4","211063","142","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","01 Altstadt - Lehel","446.2","2231","5","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","02 Ludwigsvorstadt - Isarvorstadt","5460","5460","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","03 Maxvorstadt","4573","4573","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","04 Schwabing - West","1930.3","7721","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","05 Au - Haidhausen","1604.8","8024","5","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","06 Sendling","857.5","5145","6","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","07 Sendling - Westpark","1866","7464","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","08 Schwanthalerhöhe","2052.5","4105","2","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","09 Neuhausen - Nymphenburg","1176.4","12940","11","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","10 Moosach","1092.6","7648","7","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","11 Milbertshofen - Am Hart","5466","10932","2","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","12 Schwabing - Freimann","603.9","9058","15","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","13 Bogenhausen","1497.8","11982","8","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","14 Berg am Laim","2099","6297","3","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","15 Trudering - Riem","2808.6","14043","5","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","16 Ramersdorf - Perlach","1762.5","17625","10","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","17 Obergiesing - Fasangarten","758.6","6827","9","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","18 Untergiesing - Harlaching","1153.8","6923","6","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","1006.5","13085","13","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","20 Hadern","1498.8","7494","5","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","21 Pasing - Obermenzing","1477.8","11822","8","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","22 Aubing - Lochhausen - Langwied","1825.5","7302","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","23 Allach - Untermenzing","5370","5370","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","24 Feldmoching - Hasenbergl","3460.3","10381","3","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2013","25 Laim","1652.8","6611","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","Stadt München","1506.9","206449","137","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","01 Altstadt - Lehel","539.8","2159","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","02 Ludwigsvorstadt - Isarvorstadt","5267","5267","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","03 Maxvorstadt","4443","4443","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","04 Schwabing - West","1860.3","7441","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","05 Au - Haidhausen","1953.8","7815","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","06 Sendling","846.2","5077","6","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","07 Sendling - Westpark","1831.5","7326","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","08 Schwanthalerhöhe","2043.5","4087","2","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","09 Neuhausen - Nymphenburg","1141.8","12560","11","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","10 Moosach","1243.5","7461","6","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","11 Milbertshofen - Am Hart","5474.5","10949","2","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","12 Schwabing - Freimann","634.6","8885","14","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","13 Bogenhausen","1467.8","11742","8","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","14 Berg am Laim","2053","6159","3","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","15 Trudering - Riem","3482.8","13931","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","16 Ramersdorf - Perlach","1749.7","17497","10","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","17 Obergiesing - Fasangarten","727.8","6550","9","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","18 Untergiesing - Harlaching","1335","6675","5","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","944.3","12276","13","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","20 Hadern","1472.2","7361","5","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","21 Pasing - Obermenzing","1286.6","11579","9","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","22 Aubing - Lochhausen - Langwied","1786.3","7145","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","23 Allach - Untermenzing","5303","5303","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","24 Feldmoching - Hasenbergl","3421.3","10264","3","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2012","25 Laim","1624.3","6497","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2011","Stadt München","1511.2","202501","134","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2011","01 Altstadt - Lehel","522","2088","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2011","02 Ludwigsvorstadt - Isarvorstadt","5107","5107","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2011","03 Maxvorstadt","4249","4249","1","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2011","04 Schwabing - West","1799.3","7197","4","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
"Ärztedichte","Kinderheilkunde","2011","05 Au - Haidhausen","1485.4","7427","5","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde"
